matchNo,Date,Time,Team1,Team2,Score1,Score2,Note
1586,23/01/2010,8:00:00 PM,Al-Ahli,Al-Wehda,2,0,
1587,23/01/2010,8:00:00 PM,Al-Fateh,Najran,0,1,
1588,24/01/2010,8:00:00 PM,Al-Raed,Al-Qadsiah,2,0,
1589,24/01/2010,8:00:00 PM,Al-Hazem,Al-Hilal,0,2,
1590,24/01/2010,8:00:00 PM,Al-Nassr,Al-Ittihad,0,1,
1591,28/01/2010,8:10:00 PM,Al-Hilal,Al-Ettifaq,1,0,
1592,28/01/2010,8:10:00 PM,Al-Ittihad,Al-Shabab,1,2,delayed match
1593,28/01/2010,8:10:00 PM,Al-Wehda,Al-Fateh,6,0,delayed match
1594,29/01/2010,8:10:00 PM,Al-Qadsiah,Al-Hazem,3,1,delayed match
1595,29/01/2010,8:10:00 PM,Najran,Al-Raed,0,1,delayed match
1596,30/01/2010,8:10:00 PM,Al-Nassr,Al-Ahli,1,1,delayed match
1597,1/2/2010,8:10:00 PM,Al-Ittihad,Al-Wehda,2,0,
1598,25/02/2010,8:20:00 PM,Al-Nassr,Al-Hazem,1,0,
1599,4/3/2010,8:20:00 PM,Al-Hazem,Al-Ahli,1,1,
1600,7/3/2010,8:20:00 PM,Al-Nassr,Al-Wehda,1,0,
1601,8/3/2010,8:20:00 PM,Al-Raed,Al-Ettifaq,0,0,
1602,14/03/2010,8:30:00 PM,Al-Ahli,Al-Ittihad,0,1,
1603,14/03/2010,8:30:00 PM,Al-Ettifaq,Al-Qadsiah,0,2,
1604,14/03/2010,8:30:00 PM,Al-Raed,Al-Wehda,1,1,
1605,14/03/2010,8:30:00 PM,Al-Fateh,Al-Nassr,0,2,
1606,14/03/2010,8:30:00 PM,Al-Hazem,Najran,3,1,
1607,14/03/2010,8:30:00 PM,Al-Shabab,Al-Hilal,1,2,
1608,18/03/2010,8:30:00 PM,Al-Nassr,Al-Raed,4,2,
1609,18/03/2010,8:30:00 PM,Al-Shabab,Al-Qadsiah,0,1,
1610,18/03/2010,8:30:00 PM,Al-Wehda,Al-Hazem,0,0,
1611,18/03/2010,8:30:00 PM,Al-Fateh,Al-Ahli,3,1,
1612,18/03/2010,8:30:00 PM,Najran,Al-Ettifaq,3,2,
1613,18/03/2010,8:30:00 PM,Al-Ittihad,Al-Hilal,2,1,
1614,18/08/2009,8:45:00 PM,Al-Ahli,Al-Raed,1,0,
1615,18/08/2009,8:45:00 PM,Al-Fateh,Al-Ittihad,1,2,
1616,19/08/2009,8:45:00 PM,Al-Wehda,Al-Ettifaq,2,2,
1617,19/08/2009,8:45:00 PM,Najran,Al-Shabab,1,3,
1618,19/08/2009,8:45:00 PM,Al-Qadsiah,Al-Hilal,1,2,
1619,22/08/2009,10:15:00 PM,Al-Raed,Al-Ittihad,0,2,Match from the 3rd round
1620,25/08/2009,10:15:00 PM,Al-Shabab,Al-Wehda,2,2,
1621,25/08/2009,10:15:00 PM,Al-Ettifaq,Al-Nassr,1,1,
1622,26/08/2009,10:15:00 PM,Al-Hilal,Najran,5,0,
1623,26/08/2009,10:15:00 PM,Al-Raed,Al-Fateh,2,1,
1624,26/08/2009,10:15:00 PM,Al-Ittihad,Al-Qadsiah,7,1,
1625,24/09/2009,8:10:00 PM,Al-Nassr,Al-Shabab,0,2,
1626,24/09/2009,8:10:00 PM,Al-Wehda,Al-Hilal,1,2,
1627,24/09/2009,8:10:00 PM,Najran,Al-Qadsiah,0,0,
1628,25/09/2009,8:10:00 PM,Al-Ahli,Al-Ettifaq,2,0,
1629,25/09/2009,8:10:00 PM,Al-Fateh,Al-Hazem,1,1,
1630,29/09/2009,8:05:00 PM,Al-Hilal,Al-Nassr,2,2,
1631,29/09/2009,8:05:00 PM,Al-Qadsiah,Al-Wehda,1,0,
1632,30/09/2009,8:05:00 PM,Al-Ettifaq,Al-Fateh,0,2,
1633,30/09/2009,8:05:00 PM,Al-Shabab,Al-Ahli,2,1,
1634,30/09/2009,8:05:00 PM,Al-Hazem,Al-Raed,2,1,
1635,4/10/2009,8:00:00 PM,Al-Hazem,Al-Ittihad,1,2,
1636,5/10/2009,8:00:00 PM,Al-Nassr,Al-Qadsiah,3,0,
1637,18/10/2009,7:50:00 PM,Al-Wehda,Najran,2,0,
1638,18/10/2009,7:50:00 PM,Al-Fateh,Al-Shabab,2,1,
1639,18/10/2009,7:50:00 PM,Al-Ahli,Al-Hilal,1,2,
1640,22/10/2009,7:45:00 PM,Al-Shabab,Al-Raed,2,0,
1641,23/10/2009,7:45:00 PM,Al-Ettifaq,Al-Hazem,2,3,
1642,23/10/2009,7:45:00 PM,Al-Hilal,Al-Fateh,5,1,Transferred to Al-Ahsa by a decision of the Disciplinary Committee
1643,23/10/2009,7:45:00 PM,Al-Qadsiah,Al-Ahli,1,2,
1644,23/10/2009,7:45:00 PM,Najran,Al-Nassr,1,1,
1645,28/10/2009,7:45:00 PM,Al-Ahli,Najran,0,1,Transferred to Najran by a decision of the Disciplinary Committee
1646,28/10/2009,7:45:00 PM,Al-Raed,Al-Hilal,0,2,
1647,28/10/2009,7:45:00 PM,Al-Fateh,Al-Qadsiah,5,0,
1648,28/10/2009,7:45:00 PM,Al-Hazem,Al-Shabab,1,2,
1649,2/11/2009,7:40:00 PM,Al-Hilal,Al-Hazem,4,0,
1650,2/11/2009,7:40:00 PM,Al-Qadsiah,Al-Raed,0,0,
1651,2/11/2009,7:40:00 PM,Najran,Al-Fateh,1,1,
1652,3/11/2009,7:40:00 PM,Al-Shabab,Al-Ettifaq,4,1,
1653,3/11/2009,7:40:00 PM,Al-Wehda,Al-Ahli,1,1,
1654,18/11/2009,7:40:00 PM,Al-Ittihad,Najran,3,1,delayed match
1655,21/11/2009,7:35:00 PM,Al-Ahli,Al-Nassr,3,3,
1656,21/11/2009,7:35:00 PM,Al-Fateh,Al-Wehda,0,0,
1657,21/11/2009,7:35:00 PM,Al-Ettifaq,Al-Hilal,0,2,
1658,22/11/2009,7:35:00 PM,Al-Hazem,Al-Qadsiah,1,1,
1659,23/11/2009,7:35:00 PM,Al-Shabab,Al-Ittihad,1,0,
1660,23/11/2009,7:35:00 PM,Al-Raed,Najran,2,2,
1661,1/12/2009,7:35:00 PM,Al-Ettifaq,Al-Ittihad,2,1,delayed match
1662,3/12/2009,7:35:00 PM,Al-Hilal,Al-Shabab,2,2,
1663,3/12/2009,7:35:00 PM,Najran,Al-Hazem,2,4,
1664,4/12/2009,7:35:00 PM,Al-Nassr,Al-Fateh,3,1,
1665,4/12/2009,7:35:00 PM,Al-Wehda,Al-Raed,4,1,
1666,5/12/2009,7:35:00 PM,Al-Qadsiah,Al-Ettifaq,1,1,
1667,5/12/2009,7:35:00 PM,Al-Ittihad,Al-Ahli,2,1,
1668,9/12/2009,7:35:00 PM,Al-Raed,Al-Nassr,0,0,
1669,9/12/2009,7:35:00 PM,Al-Qadsiah,Al-Shabab,0,3,
1670,9/12/2009,7:35:00 PM,Al-Hazem,Al-Wehda,1,2,
1671,10/12/2009,7:35:00 PM,Al-Hilal,Al-Ittihad,5,0,
1672,10/12/2009,7:35:00 PM,Al-Ahli,Al-Fateh,1,1,
1673,10/12/2009,7:35:00 PM,Al-Ettifaq,Najran,3,1,
1674,15/12/2009,7:40:00 PM,Al-Hilal,Al-Qadsiah,2,1,
1675,15/12/2009,7:40:00 PM,Al-Ittihad,Al-Fateh,1,1,
1676,15/12/2009,7:40:00 PM,Al-Raed,Al-Ahli,1,2,
1677,15/12/2009,7:40:00 PM,Al-Hazem,Al-Nassr,2,2,
1678,16/12/2009,7:40:00 PM,Al-Ettifaq,Al-Wehda,1,3,
1679,16/12/2009,7:40:00 PM,Al-Shabab,Najran,1,0,
1680,19/12/2009,7:40:00 PM,Al-Ahli,Al-Hazem,2,1,
1681,19/12/2009,7:40:00 PM,Al-Qadsiah,Al-Ittihad,3,3,
1682,19/12/2009,7:40:00 PM,Al-Fateh,Al-Raed,2,0,
1683,20/12/2009,7:40:00 PM,Al-Nassr,Al-Ettifaq,1,0,
1684,20/12/2009,7:40:00 PM,Al-Wehda,Al-Shabab,1,1,
1685,20/12/2009,7:40:00 PM,Najran,Al-Hilal,1,2,
1686,24/12/2009,3:15:00 PM,Al-Hilal,Al-Wehda,3,1,
1687,24/12/2009,3:20:00 PM,Al-Hazem,Al-Fateh,2,1,
1688,24/12/2009,7:40:00 PM,Al-Ittihad,Al-Raed,3,2,
1689,24/12/2009,7:40:00 PM,Al-Qadsiah,Najran,1,0,
1690,25/12/2009,3:15:00 PM,Al-Shabab,Al-Nassr,3,2,
1691,25/12/2009,7:40:00 PM,Al-Ettifaq,Al-Ahli,0,0,
1692,31/12/2009,3:15:00 PM,Al-Nassr,Al-Hilal,2,1,
1693,1/1/2010,3:25:00 PM,Al-Raed,Al-Hazem,1,1,
1694,1/1/2010,7:45:00 PM,Al-Fateh,Al-Ettifaq,0,3,
1695,1/1/2010,7:45:00 PM,Al-Ahli,Al-Shabab,1,1,
1696,1/1/2010,7:45:00 PM,Al-Wehda,Al-Qadsiah,2,1,
1697,1/1/2010,7:45:00 PM,Najran,Al-Ittihad,2,3,
1698,6/1/2010,7:50:00 PM,Al-Ittihad,Al-Hazem,5,2,
1699,6/1/2010,7:50:00 PM,Al-Shabab,Al-Fateh,2,2,
1700,6/1/2010,7:50:00 PM,Al-Qadsiah,Al-Nassr,0,2,
1701,7/1/2010,7:50:00 PM,Al-Hilal,Al-Ahli,3,1,
1702,7/1/2010,7:50:00 PM,Al-Ettifaq,Al-Raed,3,0,
1703,7/1/2010,7:50:00 PM,Najran,Al-Wehda,0,5,
1704,10/1/2010,7:55:00 PM,Al-Ittihad,Al-Nassr,1,2,delayed match
1705,13/01/2010,7:55:00 PM,Al-Raed,Al-Shabab,1,1,
1706,13/01/2010,7:55:00 PM,Al-Ahli,Al-Qadsiah,3,2,
1707,13/01/2010,7:55:00 PM,Al-Fateh,Al-Hilal,0,4,
1708,14/01/2010,7:55:00 PM,Al-Nassr,Najran,3,2,Transferred to Najran by a decision of the Disciplinary Committee
1709,14/01/2010,7:55:00 PM,Al-Wehda,Al-Ittihad,1,3,
1710,14/01/2010,7:55:00 PM,Al-Hazem,Al-Ettifaq,0,2,
1711,18/01/2010,8:00:00 PM,Al-Shabab,Al-Hazem,0,2,
1712,18/01/2010,8:00:00 PM,Najran,Al-Ahli,2,1,
1713,18/01/2010,8:00:00 PM,Al-Qadsiah,Al-Fateh,0,1,
1714,19/01/2010,8:00:00 PM,Al-Hilal,Al-Raed,2,1,
1715,19/01/2010,8:00:00 PM,Al-Wehda,Al-Nassr,0,2,
1716,19/01/2010,8:00:00 PM,Al-Ittihad,Al-Ettifaq,1,1,
1717,23/01/2010,8:00:00 PM,Al-Ettifaq,Al-Shabab,0,0,
1718,23/01/2010,8:00:00 PM,Al-Ahli,Al-Wehda,2,0,
1719,23/01/2010,8:00:00 PM,Al-Fateh,Najran,0,1,
1720,24/01/2010,8:00:00 PM,Al-Raed,Al-Qadsiah,2,0,
1721,24/01/2010,8:00:00 PM,Al-Hazem,Al-Hilal,0,2,
1722,24/01/2010,8:00:00 PM,Al-Nassr,Al-Ittihad,0,1,
1723,28/01/2010,8:10:00 PM,Al-Hilal,Al-Ettifaq,1,0,
1724,28/01/2010,8:10:00 PM,Al-Ittihad,Al-Shabab,1,2,
1725,28/01/2010,8:10:00 PM,Al-Wehda,Al-Fateh,6,0,
1726,29/01/2010,8:10:00 PM,Al-Qadsiah,Al-Hazem,3,1,
1727,29/01/2010,8:10:00 PM,Najran,Al-Raed,0,1,
1728,30/01/2010,8:10:00 PM,Al-Nassr,Al-Ahli,1,1,
1729,1/2/2010,8:10:00 PM,Al-Ittihad,Al-Wehda,2,0,delayed match
1730,25/02/2010,8:20:00 PM,Al-Nassr,Al-Hazem,1,0,delayed match
1731,4/3/2010,8:20:00 PM,Al-Hazem,Al-Ahli,1,1,delayed match
1732,7/3/2010,8:20:00 PM,Al-Nassr,Al-Wehda,1,0,delayed match
1733,8/3/2010,8:20:00 PM,Al-Raed,Al-Ettifaq,0,0,delayed match
1734,14/03/2010,8:30:00 PM,Al-Ahli,Al-Ittihad,0,1,
1735,14/03/2010,8:30:00 PM,Al-Ettifaq,Al-Qadsiah,0,2,
1736,14/03/2010,8:30:00 PM,Al-Raed,Al-Wehda,1,1,
1737,14/03/2010,8:30:00 PM,Al-Fateh,Al-Nassr,0,2,
1738,14/03/2010,8:30:00 PM,Al-Hazem,Najran,3,1,
1739,14/03/2010,8:30:00 PM,Al-Shabab,Al-Hilal,1,2,
1740,18/03/2010,8:30:00 PM,Al-Nassr,Al-Raed,4,2,
1741,18/03/2010,8:30:00 PM,Al-Shabab,Al-Qadsiah,0,1,
1742,18/03/2010,8:30:00 PM,Al-Wehda,Al-Hazem,0,0,
1743,18/03/2010,8:30:00 PM,Al-Fateh,Al-Ahli,3,1,
1744,18/03/2010,8:30:00 PM,Najran,Al-Ettifaq,3,2,
1745,18/03/2010,8:30:00 PM,Al-Ittihad,Al-Hilal,2,1,
1746,14.08.2010,21:45,Al-Fateh,Al Qadisiya,1,3,
1747,14.08.2010,22:00,Najran,Al-Nassr,0,1,
1748,14.08.2010,22:00,Al-Shabab,Al-Raed,0,2,
1749,14.08.2010,22:15,Al-Ittihad FC,Al-Ettifaq,2,1,
1750,15.08.2010,22:00,Al-Hilal,Al-Taawon,1,0,
1751,15.08.2010,22:15,Al Wehda,Al-Faisaly,3,3,
1752,15.08.2010,22:15,Al Ahli SC,Al-Hazem,1,0,
1753,19.08.2010,21:45,Al-Ettifaq,Al Ahli SC,4,3,
1754,19.08.2010,22:00,Al-Nassr,Al-Fateh,4,2,
1755,19.08.2010,22:15,Al-Taawon,Al-Shabab,4,1,
1756,20.08.2010,21:45,Al Qadisiya,Al Wehda,1,1,
1757,20.08.2010,22:00,Al-Faisaly,Al-Ittihad FC,0,2,
1758,20.08.2010,22:15,Al-Raed,Najran,3,2,
1759,20.08.2010,22:15,Al-Hazem,Al-Hilal,0,2,
1760,24.08.2010,22:00,Al-Shabab,Al-Ettifaq,2,1,
1761,24.08.2010,22:15,Al-Taawon,Al-Nassr,2,2,
1762,24.08.2010,22:15,Al-Hazem,Al Qadisiya,2,2,
1763,24.08.2010,22:15,Al Ahli SC,Al-Fateh,1,2,
1764,25.08.2010,22:00,Al-Hilal,Al-Faisaly,5,1,
1765,25.08.2010,22:15,Al-Raed,Al Wehda,3,2,
1766,25.08.2010,22:15,Al-Ittihad FC,Najran,2,0,
1767,28.08.2010,21:45,Al Qadisiya,Al-Taawon,4,1,
1768,28.08.2010,22:00,Al-Nassr,Al-Shabab,0,0,
1769,29.08.2010,21:45,Al-Fateh,Al-Raed,1,1,
1770,29.08.2010,21:45,Al-Ettifaq,Al-Faisaly,1,0,
1771,29.08.2010,22:00,Najran,Al Ahli SC,2,1,
1772,29.08.2010,22:15,Al-Ittihad FC,Al-Hazem,4,0,
1773,29.08.2010,22:15,Al Wehda,Al-Hilal,1,3,
1774,16.09.2010,20:30,Al-Hazem,Al Wehda,1,1,
1775,16.09.2010,20:30,Al-Faisaly,Al-Nassr,1,1,
1776,16.09.2010,20:30,Al Ahli SC,Al-Ittihad FC,1,3,
1777,17.09.2010,20:20,Al-Taawon,Al-Raed,1,0,
1778,17.09.2010,20:20,Al-Ettifaq,Najran,1,0,
1779,22.09.2010,20:15,Al-Raed,Al-Ittihad FC,1,2,
1780,22.09.2010,20:15,Al-Faisaly,Al-Hazem,3,1,
1781,22.09.2010,20:15,Al Wehda,Al-Ettifaq,0,1,
1782,23.09.2010,20:15,Al-Taawon,Najran,2,3,
1783,23.09.2010,20:15,Al Qadisiya,Al-Nassr,1,3,
1784,27.09.2010,20:10,Najran,Al-Shabab,1,2,
1785,27.09.2010,20:10,Al-Hazem,Al-Raed,0,0,
1786,27.09.2010,20:10,Al-Ettifaq,Al-Fateh,2,2,
1787,28.09.2010,20:10,Al-Nassr,Al Wehda,0,1,
1788,28.09.2010,20:10,Al Qadisiya,Al-Faisaly,2,2,
1789,28.09.2010,20:10,Al Ahli SC,Al-Taawon,1,1,
1790,01.10.2010,20:05,Al-Hilal,Al-Ettifaq,1,0,
1791,02.10.2010,20:05,Al-Raed,Al-Nassr,1,1,
1792,02.10.2010,20:05,Al Wehda,Al-Fateh,3,0,
1793,03.10.2010,20:05,Al-Taawon,Al-Ittihad FC,0,1,
1794,03.10.2010,20:05,Al-Faisaly,Najran,4,2,
1795,03.10.2010,20:05,Al Ahli SC,Al Qadisiya,2,1,
1796,15.10.2010,19:55,Najran,Al Qadisiya,2,1,
1797,15.10.2010,19:55,Al-Ittihad FC,Al Wehda,1,1,
1798,16.10.2010,19:55,Al-Raed,Al-Ettifaq,0,3,
1799,16.10.2010,19:55,Al-Hazem,Al-Taawon,0,3,
1800,16.10.2010,19:55,Al-Fateh,Al-Faisaly,0,1,
1801,20.10.2010,19:50,Al-Fateh,Al-Ittihad FC,0,0,
1802,21.10.2010,16:05,Al-Nassr,Al Ahli SC,2,1,
1803,21.10.2010,19:50,Al Wehda,Najran,2,0,
1804,21.10.2010,19:50,Al Qadisiya,Al-Raed,1,1,
1805,22.10.2010,19:50,Al-Faisaly,Al-Taawon,2,1,
1806,22.10.2010,19:50,Al-Ettifaq,Al-Hazem,2,1,
1807,24.10.2010,19:50,Al-Hilal,Al-Nassr,1,1,
1808,26.10.2010,19:50,Al Ahli SC,Al-Shabab,1,2,
1809,28.10.2010,19:45,Najran,Al-Hazem,4,0,
1810,28.10.2010,19:45,Al-Raed,Al-Hilal,0,4,
1811,28.10.2010,19:45,Al-Nassr,Al-Ettifaq,2,1,
1812,29.10.2010,19:45,Al-Taawon,Al-Fateh,0,0,
1813,29.10.2010,19:45,Al-Shabab,Al Wehda,4,3,
1814,29.10.2010,19:45,Al Qadisiya,Al-Ittihad FC,1,1,
1815,30.10.2010,19:45,Al-Faisaly,Al Ahli SC,3,2,
1816,02.11.2010,19:40,Al-Hilal,Al Qadisiya,0,0,
1817,02.11.2010,19:40,Al-Fateh,Najran,2,0,
1818,03.11.2010,19:40,Al-Raed,Al-Faisaly,0,0,
1819,03.11.2010,19:40,Al-Ittihad FC,Al-Shabab,2,2,
1820,03.11.2010,19:40,Al-Hazem,Al-Nassr,2,5,
1821,03.11.2010,19:40,Al-Ettifaq,Al-Taawon,1,0,
1822,03.11.2010,19:40,Al Wehda,Al Ahli SC,1,3,
1823,07.11.2010,19:45,Al-Hilal,Al Ahli SC,3,3,
1824,07.11.2010,19:45,Al-Fateh,Al-Shabab,1,1,
1825,10.11.2010,19:35,Al-Taawon,Al Wehda,1,2,
1826,10.11.2010,19:35,Al-Nassr,Al-Ittihad FC,2,2,
1827,11.11.2010,19:35,Najran,Al-Hilal,0,3,
1828,11.11.2010,19:35,Al-Shabab,Al-Faisaly,4,1,
1829,11.11.2010,19:35,Al-Hazem,Al-Fateh,2,1,
1830,11.11.2010,19:35,Al Qadisiya,Al-Ettifaq,0,3,
1831,11.11.2010,19:35,Al Ahli SC,Al-Raed,1,2,
1832,09.12.2010,19:10,Al-Faisaly,Al Wehda,1,0,
1833,09.12.2010,19:35,Al-Raed,Al-Shabab,2,2,
1834,09.12.2010,19:35,Al Qadisiya,Al-Fateh,0,1,
1835,10.12.2010,19:35,Al-Taawon,Al-Hilal,2,2,
1836,10.12.2010,19:35,Al-Nassr,Najran,6,1,
1837,10.12.2010,19:35,Al-Hazem,Al Ahli SC,1,3,
1838,10.12.2010,19:35,Al-Ettifaq,Al-Ittihad FC,2,2,
1839,14.12.2010,19:40,Al-Shabab,Al-Taawon,4,1,
1840,15.12.2010,19:40,Al-Hilal,Al-Hazem,3,0,
1841,15.12.2010,19:40,Al-Fateh,Al-Nassr,1,1,
1842,15.12.2010,19:40,Al Ahli SC,Al-Ettifaq,5,1,
1843,16.12.2010,19:40,Najran,Al-Raed,0,0,
1844,16.12.2010,19:40,Al-Ittihad FC,Al-Faisaly,3,3,
1845,18.12.2010,19:45,Al-Shabab,Al Qadisiya,3,1,
1846,19.12.2010,19:35,Al-Hilal,Al-Fateh,2,0,
1847,22.12.2010,19:35,Najran,Al-Ittihad FC,2,2,
1848,22.12.2010,19:35,Al-Nassr,Al-Taawon,2,2,
1849,22.12.2010,19:35,Al Wehda,Al-Raed,2,3,
1850,23.12.2010,19:35,Al-Fateh,Al Ahli SC,0,2,
1851,23.12.2010,19:35,Al-Faisaly,Al-Hilal,2,3,
1852,23.12.2010,19:35,Al-Ettifaq,Al-Shabab,1,0,
1853,23.12.2010,19:35,Al Qadisiya,Al-Hazem,1,0,
1854,06.02.2011,20:15,Al-Shabab,Al-Hazem,1,0,
1855,06.02.2011,20:15,Al-Ittihad FC,Al-Hilal,0,0,
1856,11.02.2011,20:15,Al-Raed,Al-Fateh,1,2,
1857,11.02.2011,20:15,Al-Faisaly,Al-Ettifaq,1,0,
1858,11.02.2011,20:15,Al Ahli SC,Najran,2,1,
1859,12.02.2011,20:15,Al-Taawon,Al Qadisiya,1,1,
1860,12.02.2011,20:15,Al-Shabab,Al-Nassr,2,0,
1861,12.02.2011,20:15,Al-Hilal,Al Wehda,2,1,
1862,12.02.2011,20:15,Al-Hazem,Al-Ittihad FC,0,3,
1863,21.02.2011,20:15,Al-Shabab,Al-Hilal,0,2,
1864,24.02.2011,20:20,Al-Nassr,Al-Faisaly,3,2,
1865,24.02.2011,20:20,Al-Ittihad FC,Al Ahli SC,2,0,
1866,24.02.2011,20:20,Al Wehda,Al-Hazem,8,1,
1867,25.02.2011,20:20,Najran,Al-Ettifaq,2,4,
1868,25.02.2011,20:20,Al-Raed,Al-Taawon,0,0,
1869,25.02.2011,20:20,Al-Fateh,Al-Hilal,1,2,
1870,25.02.2011,20:20,Al Qadisiya,Al-Shabab,1,1,
1871,03.03.2011,20:25,Al-Hazem,Al-Faisaly,0,3,
1872,04.03.2011,20:25,Najran,Al-Taawon,0,3,
1873,04.03.2011,20:25,Al-Ettifaq,Al Wehda,3,0,
1874,06.03.2011,20:25,Al-Shabab,Al-Fateh,0,0,
1875,06.03.2011,20:25,Al-Nassr,Al Qadisiya,0,0,
1876,06.03.2011,20:25,Al Ahli SC,Al-Hilal,1,1,
1877,07.03.2011,20:25,Al-Ittihad FC,Al-Raed,3,0,
1878,17.03.2011,20:30,Al-Raed,Al-Hazem,2,0,
1879,17.03.2011,20:30,Al-Fateh,Al-Ettifaq,1,0,
1880,18.03.2011,20:30,Al-Taawon,Al Ahli SC,2,1,
1881,18.03.2011,20:30,Al-Faisaly,Al Qadisiya,2,1,
1882,20.03.2011,20:30,Al-Shabab,Najran,0,1,
1883,20.03.2011,20:30,Al-Hilal,Al-Ittihad FC,0,0,
1884,20.03.2011,20:30,Al Wehda,Al-Nassr,1,3,
1885,01.04.2011,20:35,Al-Nassr,Al-Raed,1,0,
1886,01.04.2011,20:35,Al-Ittihad FC,Al-Taawon,0,1,
1887,01.04.2011,20:35,Al-Hazem,Al-Shabab,0,4,
1888,01.04.2011,20:35,Al-Ettifaq,Al-Hilal,2,3,
1889,02.04.2011,20:35,Najran,Al-Faisaly,0,1,
1890,02.04.2011,20:35,Al-Fateh,Al Wehda,2,1,
1891,02.04.2011,20:35,Al Qadisiya,Al Ahli SC,1,3,
1892,07.04.2011,20:35,Al-Ettifaq,Al-Raed,2,2,
1893,07.04.2011,20:35,Al Qadisiya,Najran,2,3,
1894,08.04.2011,20:35,Al-Taawon,Al-Hazem,2,0,
1895,08.04.2011,20:35,Al-Faisaly,Al-Fateh,1,2,
1896,10.04.2011,20:35,Al-Hilal,Al-Shabab,2,1,
1897,10.04.2011,20:35,Al Wehda,Al-Ittihad FC,1,2,
1898,10.04.2011,20:35,Al Ahli SC,Al-Nassr,0,0,
1899,21.04.2011,20:40,Al-Taawon,Al-Faisaly,4,1,
1900,21.04.2011,20:40,Al-Hazem,Al-Ettifaq,1,4,
1901,22.04.2011,20:40,Najran,Al Wehda,1,5,
1902,22.04.2011,20:40,Al-Raed,Al Qadisiya,1,4,
1903,24.04.2011,20:40,Al-Nassr,Al-Hilal,0,1,
1904,24.04.2011,20:40,Al-Ittihad FC,Al-Fateh,2,0,
1905,25.04.2011,20:40,Al-Shabab,Al Ahli SC,2,1,
1906,29.04.2011,20:40,Al-Ittihad FC,Al Qadisiya,2,2,
1907,29.04.2011,20:40,Al-Hilal,Al-Raed,2,1,
1908,29.04.2011,20:40,Al-Ettifaq,Al-Nassr,3,0,
1909,29.04.2011,20:40,Al Wehda,Al-Shabab,1,2,
1910,30.04.2011,20:40,Al-Hazem,Najran,0,3,
1911,30.04.2011,20:40,Al-Fateh,Al-Taawon,1,3,
1912,30.04.2011,20:40,Al Ahli SC,Al-Faisaly,3,0,
1913,05.05.2011,20:45,Al Wehda,Al Qadisiya,0,0,
1914,15.05.2011,20:50,Najran,Al-Fateh,2,1,
1915,15.05.2011,20:50,Al-Taawon,Al-Ettifaq,0,1,
1916,15.05.2011,20:50,Al-Shabab,Al-Ittihad FC,1,1,
1917,15.05.2011,20:50,Al-Nassr,Al-Hazem,2,1,
1918,15.05.2011,20:50,Al-Faisaly,Al-Raed,1,3,
1919,15.05.2011,20:50,Al Qadisiya,Al-Hilal,0,2,
1920,15.05.2011,20:50,Al Ahli SC,Al Wehda,3,2,
1921,20.05.2011,20:55,Al-Raed,Al Ahli SC,2,3,
1922,20.05.2011,20:55,Al-Ittihad FC,Al-Nassr,5,2,
1923,20.05.2011,20:55,Al-Hilal,Najran,2,1,
1924,20.05.2011,20:55,Al-Fateh,Al-Hazem,3,0,
1925,20.05.2011,20:55,Al-Faisaly,Al-Shabab,0,1,
1926,20.05.2011,20:55,Al-Ettifaq,Al Qadisiya,1,0,
1927,20.05.2011,20:55,Al Wehda,Al-Taawon,0,0,
1928,14/08/2010,8:55:00 PM,Al-Fateh,Al-Qadsiah,1,3,
1929,14/08/2010,9:55:00 PM,Al-Shabab,Al-Raed,0,2,
1930,14/08/2010,10:55:00 PM,Najran,Al-Nassr,0,1,
1931,14/08/2010,11:55:00 PM,Al-Ittihad,Al-Ettifaq,2,1,
1932,15/08/2010,12:55:00 AM,Al-Hilal,Al-Taawoun,1,0,
1933,15/08/2010,1:55:00 AM,Al-Wehda,Al-Faisaly,3,3,
1934,15/08/2010,2:55:00 AM,Al-Ahli,Al-Hazem,1,0,
1935,19/08/2010,3:55:00 AM,Al-Ettifaq,Al-Ahli,4,3,
1936,19/08/2010,4:55:00 AM,Al-Nassr,Al-Fateh,4,2,
1937,19/08/2010,5:55:00 AM,Al-Taawoun,Al-Shabab,4,1,
1938,20/08/2010,6:55:00 AM,Al-Qadsiah,Al-Wehda,1,1,
1939,20/08/2010,7:55:00 AM,Al-Faisaly,Al-Ittihad,0,2,
1940,20/08/2010,8:55:00 AM,Al-Raed,Najran,3,2,
1941,20/08/2010,9:55:00 AM,Al-Hazem,Al-Hilal,0,2,
1942,24/08/2010,10:55:00 AM,Al-Shabab,Al-Ettifaq,2,1,
1943,24/08/2010,11:55:00 AM,Al-Taawoun,Al-Nassr,2,2,
1944,24/08/2010,12:55:00 PM,Al-Ahli,Al-Fateh,1,2,
1945,24/08/2010,1:55:00 PM,Al-Hazem,Al-Qadsiah,2,2,
1946,25/08/2010,2:55:00 PM,Al-Hilal,Al-Faisaly,5,1,
1947,25/08/2010,3:55:00 PM,Al-Ittihad,Najran,2,0,
1948,25/08/2010,4:55:00 PM,Al-Raed,Al-Wehda,3,2,
1949,28/08/2010,5:55:00 PM,Al-Qadsiah,Al-Taawoun,4,1,
1950,28/08/2010,6:55:00 PM,Al-Nassr,Al-Shabab,0,0,
1951,29/08/2010,7:55:00 PM,Al-Ettifaq,Al-Faisaly,1,0,
1952,29/08/2010,8:55:00 PM,Al-Fateh,Al-Raed,1,1,
